"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","SEX","AGE","MARST","RACE","RACED","HCOVPRIV","EDUC","EDUCD","WKSWORK1","INCWAGE"
2022,202201,362658,2022001049092,5158.4,2022003626581,860612,1,2,9188.4,2,31,6,2,200,2,6,65,26,30000
2022,202201,362658,2022001049092,5158.4,2022003626581,860612,1,3,8221.2,1,23,6,2,200,2,6,65,0,0
2022,202201,362658,2022001049092,5158.4,2022003626581,860612,1,4,5803.2,2,54,6,2,200,2,6,63,52,11000
2022,202201,362819,2022001051484,9188.4,2022003628191,90512,1,1,9349.6,2,62,4,2,200,2,11,114,52,140000
2022,202201,362980,2022001054187,19021.6,2022003629801,570712,1,1,18860.4,1,23,6,1,100,1,7,71,52,42200
2022,202201,363142,2022001057173,11928.8,2022003631421,970112,1,1,11928.8,2,32,1,7,700,1,10,101,20,0
2022,202201,363142,2022001057173,11928.8,2022003631421,970112,1,2,16603.6,1,39,1,7,700,1,10,101,20,10000
2022,202201,363303,2022001060195,23212.8,2022003633031,1030512,1,1,23212.8,1,57,1,2,200,2,6,63,52,20000
2022,202201,363303,2022001060195,23212.8,2022003633031,1030512,1,2,31756.4,2,42,1,2,200,2,8,81,52,20000
2022,202201,363625,2022001065892,8866.0,2022003636251,861212,1,1,8866.0,1,43,2,1,100,2,10,101,52,120000
2022,202201,363786,2022001068520,15958.8,2022003637861,530012,1,1,15958.8,2,54,1,1,100,2,10,101,52,145000
2022,202201,363786,2022001068520,15958.8,2022003637861,530012,1,2,16442.4,1,51,1,7,700,2,7,71,52,27000
2022,202201,363948,2022001071227,28048.8,2022003639481,150012,1,1,28210.0,2,23,6,1,100,1,7,71,52,26000
2022,202201,363948,2022001071227,28048.8,2022003639481,150012,1,2,25147.2,1,36,6,1,100,1,6,64,52,28600
2022,202201,364109,2022001074160,17087.2,2022003641091,1270112,1,1,17087.2,2,58,5,1,100,2,6,65,52,74000
2022,202201,364270,2022001076624,7898.8,2022003642701,330112,1,1,7898.8,2,51,4,1,100,1,6,61,0,0
2022,202201,364270,2022001076624,7898.8,2022003642701,330112,1,2,5803.2,2,30,6,1,100,1,6,63,0,0
2022,202201,364915,2022001087009,40783.6,2022003649151,571012,1,1,40783.6,2,65,1,1,100,2,11,114,52,70000
2022,202201,365076,2022001089406,20956.0,2022003650761,111412,1,1,20956.0,1,65,1,8,845,1,10,101,52,13200
2022,202201,365076,2022001089406,20956.0,2022003650761,111412,1,2,19505.2,2,62,1,8,845,1,6,63,0,0
2022,202201,365076,2022001089406,20956.0,2022003650761,111412,1,3,27404.0,1,37,6,8,845,1,0,2,0,0
2022,202201,365237,2022001091643,5964.4,2022003652371,1050512,1,1,5964.4,1,58,4,2,200,1,11,114,0,0
2022,202201,365560,2022001096237,8060.0,2022003655601,861212,1,1,8060.0,1,61,1,1,100,2,7,71,52,88000
2022,202201,365560,2022001096237,8060.0,2022003655601,861212,1,2,8221.2,2,64,1,1,100,2,6,64,0,0
2022,202201,365721,2022001098809,24341.2,2022003657211,990412,1,1,24341.2,1,30,6,7,700,1,10,101,52,50000
2022,202201,365721,2022001098809,24341.2,2022003657211,990412,1,2,34174.4,2,27,6,7,700,1,11,115,40,24000
2022,202201,366043,2022001104416,20633.6,2022003660431,950812,1,1,20472.4,2,24,6,7,700,1,6,63,52,21600
2022,202201,366043,2022001104416,20633.6,2022003660431,950812,1,2,17732.0,1,31,6,7,700,1,6,63,52,10200
2022,202201,366204,2022001107250,15636.4,2022003662041,570912,1,1,15797.6,2,43,3,1,100,2,7,71,52,113000
2022,202201,366204,2022001107250,15636.4,2022003662041,570912,1,2,17087.2,2,23,6,1,100,2,10,101,52,36000
2022,202201,366366,2022001110327,51422.8,2022003663661,860512,1,1,51261.6,1,42,1,2,200,2,6,63,52,30000
2022,202201,366366,2022001110327,51422.8,2022003663661,860512,1,2,39494.0,2,43,1,2,200,2,6,64,52,20000
2022,202201,366527,2022001112807,18376.8,2022003665271,530012,1,1,18376.8,1,29,1,1,100,2,10,101,52,40000
2022,202201,366527,2022001112807,18376.8,2022003665271,530012,1,2,17893.2,2,29,1,1,100,2,8,81,52,30000
2022,202201,366849,2022001117586,44168.8,2022003668491,970112,1,1,44168.8,2,28,6,8,845,1,7,71,52,15300
2022,202201,367010,2022001120470,8866.0,2022003670101,1090312,1,1,8866.0,2,65,1,1,100,2,7,71,52,43400
2022,202201,367010,2022001120470,8866.0,2022003670101,1090312,1,3,8382.4,1,18,6,1,100,2,6,63,0,0
2022,202201,367172,2022001123268,9027.2,2022003671721,730112,1,1,9188.4,1,49,4,1,100,2,6,64,52,27000
2022,202201,367172,2022001123268,9027.2,2022003671721,730112,1,2,9349.6,2,31,6,1,100,2,7,71,40,26000
2022,202201,367333,2022001125651,9027.2,2022003673331,1010312,1,1,9027.2,2,50,1,1,100,2,10,101,0,0
2022,202201,367333,2022001125651,9027.2,2022003673331,1010312,1,2,9672.0,1,52,1,1,100,2,7,71,0,0
2022,202201,367494,2022001127914,14024.4,2022003674941,90512,1,1,13863.2,2,45,1,1,100,2,10,101,52,90000
2022,202201,367494,2022001127914,14024.4,2022003674941,90512,1,2,14830.4,1,46,1,1,100,2,8,81,52,100000
2022,202201,367816,2022001133143,80277.6,2022003678161,1050412,1,1,80277.6,2,48,4,2,200,1,5,50,0,0
2022,202201,367978,2022001135664,9672.0,2022003679781,1170212,1,1,9672.0,1,38,1,6,610,2,10,101,52,105000
2022,202201,367978,2022001135664,9672.0,2022003679781,1170212,1,2,10316.8,2,36,1,6,610,2,11,114,0,0
2022,202201,368139,2022001138459,14508.0,2022003681391,1270112,1,1,14508.0,2,54,4,1,100,2,6,63,52,44700
2022,202201,368300,2022001140900,46103.2,2022003683001,139812,1,1,45942.0,2,52,4,1,100,1,6,64,52,27000
2022,202201,368461,2022001143393,13218.4,2022003684611,310712,1,1,13218.4,2,39,1,6,620,2,11,114,52,115000
2022,202201,368461,2022001143393,13218.4,2022003684611,310712,1,2,13863.2,1,39,1,1,100,2,11,114,52,130000
2022,202201,369106,2022001154009,13218.4,2022003691061,1010412,1,1,13057.2,2,42,1,1,100,2,6,61,52,45000
2022,202201,369106,2022001154009,13218.4,2022003691061,1010412,1,2,17087.2,1,40,1,1,100,2,10,101,52,80000
2022,202201,369267,2022001156803,7092.8,2022003692671,610012,1,1,7092.8,1,65,4,1,100,1,10,101,52,40000
2022,202201,369428,2022001159409,16281.2,2022003694281,730112,1,1,16281.2,2,40,1,1,100,2,7,71,0,0
2022,202201,369428,2022001159409,16281.2,2022003694281,730112,1,2,20472.4,1,42,1,1,100,2,7,71,0,0
2022,202201,369590,2022001161881,4513.6,2022003695901,10112,1,1,4352.4,1,58,2,1,100,2,10,101,5,22200
2022,202201,370234,2022001172764,9349.6,2022003702341,860112,1,1,9349.6,2,35,1,8,826,2,11,114,52,69000
2022,202201,370234,2022001172764,9349.6,2022003702341,860112,1,2,10155.6,1,40,1,8,826,2,11,114,52,93000
2022,202201,370396,2022001175427,20311.2,2022003703961,310212,1,2,24180.0,1,47,6,2,200,2,6,63,52,30000
2022,202201,370396,2022001175427,20311.2,2022003703961,310212,1,3,15797.6,1,61,4,2,200,1,6,63,0,0
2022,202201,370718,2022001180568,8382.4,2022003707181,1030612,1,1,8382.4,1,50,6,1,100,1,6,63,0,0
2022,202201,370879,2022001183403,4030.0,2022003708791,950712,1,1,4191.2,2,51,4,7,700,2,11,114,20,22000
2022,202201,370879,2022001183403,4030.0,2022003708791,950712,1,2,4513.6,1,20,6,7,700,2,6,63,30,3000
2022,202201,371202,2022001188249,20633.6,2022003712021,1050512,1,1,20472.4,2,46,4,1,100,2,6,65,52,20000
2022,202201,371202,2022001188249,20633.6,2022003712021,1050512,1,2,11767.6,1,26,6,6,679,2,7,71,52,20000
2022,202201,371524,2022001193584,8704.8,2022003715241,1150212,1,1,8543.6,1,63,6,1,100,2,10,101,52,45000
2022,202201,371685,2022001196240,9994.4,2022003716851,1030412,1,1,9994.4,1,62,4,1,100,2,6,64,0,0
2022,202201,371685,2022001196240,9994.4,2022003716851,1030412,1,2,9510.8,2,60,4,1,100,2,6,65,52,45000
2022,202201,371846,2022001198947,28371.2,2022003718461,210312,1,1,28532.4,1,64,6,2,200,2,8,81,52,19000
2022,202201,371846,2022001198947,28371.2,2022003718461,210312,1,2,30144.4,2,57,6,2,200,2,6,63,0,0
2022,202201,372008,2022001201464,20311.2,2022003720081,1150312,1,2,18054.4,2,31,6,7,700,1,6,63,0,0
2022,202201,372008,2022001201464,20311.2,2022003720081,1150312,1,3,7898.8,1,30,2,7,700,2,11,114,0,0
2022,202201,372169,2022001204257,13702.0,2022003721691,862112,1,1,13702.0,1,59,1,8,826,2,7,71,52,60000
2022,202201,372169,2022001204257,13702.0,2022003721691,862112,1,2,13379.6,2,59,1,8,826,2,6,63,52,20000
2022,202201,372169,2022001204257,13702.0,2022003721691,862112,1,3,15152.8,1,23,6,8,826,2,10,101,0,0
2022,202201,372169,2022001204257,13702.0,2022003721691,862112,1,4,15314.0,1,23,6,8,826,2,10,101,0,0
2022,202201,372491,2022001208992,12896.0,2022003724911,810112,1,1,13057.2,2,32,1,1,100,2,7,71,52,45000
2022,202201,372491,2022001208992,12896.0,2022003724911,810112,1,2,7898.8,1,33,1,1,100,2,10,101,52,60000
2022,202201,372652,2022001211605,10155.6,2022003726521,690212,1,1,10155.6,2,57,4,1,100,2,0,2,52,46000
2022,202201,372814,2022001214052,15958.8,2022003728141,350012,1,1,15958.8,1,58,1,1,100,1,10,101,0,0
2022,202201,372814,2022001214052,15958.8,2022003728141,350012,1,2,16281.2,2,61,1,1,100,1,8,81,52,24000
2022,202201,372814,2022001214052,15958.8,2022003728141,350012,1,3,15636.4,1,26,6,1,100,1,8,81,0,0
2022,202201,372814,2022001214052,15958.8,2022003728141,350012,1,4,20150.0,1,18,6,1,100,1,6,63,0,0
2022,202201,372975,2022001216407,23051.6,2022003729751,599812,1,1,23051.6,2,53,1,1,100,1,2,26,52,27000
2022,202201,373297,2022001221458,9510.8,2022003732971,110412,1,1,9510.8,1,35,1,1,100,1,7,71,52,40000
2022,202201,373297,2022001221458,9510.8,2022003732971,110412,1,2,7737.6,2,44,1,1,100,1,8,81,26,15000
2022,202201,373458,2022001224478,11284.0,2022003734581,10112,1,1,11445.2,1,28,1,1,100,2,11,114,52,75000
2022,202201,373458,2022001224478,11284.0,2022003734581,10112,1,2,6448.0,2,26,1,8,826,2,11,116,16,15000
2022,202201,373620,2022001227248,15475.2,2022003736201,210112,1,1,15475.2,1,65,1,1,100,2,6,63,52,44000
2022,202201,373620,2022001227248,15475.2,2022003736201,210112,1,2,14346.8,2,65,1,1,100,2,6,63,0,0
2022,202201,373620,2022001227248,15475.2,2022003736201,210112,1,3,22406.8,2,40,6,1,100,2,6,65,52,30000
2022,202201,373781,2022001229854,15152.8,2022003737811,50012,1,1,15152.8,1,64,1,1,100,2,10,101,52,344000
2022,202201,373781,2022001229854,15152.8,2022003737811,50012,1,2,12412.4,2,52,1,1,100,2,7,71,52,60000
2022,202201,373781,2022001229854,15152.8,2022003737811,50012,1,3,13863.2,1,29,6,1,100,2,10,101,40,30000
2022,202201,373942,2022001232191,28532.4,2022003739421,950612,1,1,28532.4,2,49,6,2,200,2,10,101,52,75000
2022,202201,373942,2022001232191,28532.4,2022003739421,950612,1,2,30628.0,1,24,6,2,200,2,6,61,0,0
2022,202201,374103,2022001234853,6609.2,2022003741031,111612,1,2,8221.2,2,41,6,1,100,1,6,63,40,10800
2022,202201,374426,2022001240242,16442.4,2022003744261,730112,1,1,16442.4,1,65,1,1,100,2,6,65,0,0
2022,202201,374587,2022001243051,56903.6,2022003745871,730112,1,1,56903.6,1,31,1,1,100,2,8,81,52,105000
2022,202201,374587,2022001243051,56903.6,2022003745871,730112,1,2,46586.8,2,30,1,1,100,2,8,81,52,50000
2022,202201,375070,2022001251042,9672.0,2022003750701,111312,1,1,9672.0,2,65,1,8,826,2,8,81,0,0
2022,202201,375232,2022001253509,9994.4,2022003752321,950812,1,1,10155.6,1,52,1,1,100,1,6,63,52,100000
2022,202201,375232,2022001253509,9994.4,2022003752321,950812,1,2,11122.8,2,51,1,1,100,1,11,114,52,0
2022,202201,376038,2022001267104,12734.8,2022003760381,990712,1,2,14024.4,2,54,4,8,812,1,6,63,52,55000
2022,202201,376038,2022001267104,12734.8,2022003760381,990712,1,3,18376.8,1,31,6,8,812,2,6,64,52,40000
2022,202201,376038,2022001267104,12734.8,2022003760381,990712,1,4,19505.2,1,22,6,8,812,2,10,101,0,0
2022,202201,376038,2022001267104,12734.8,2022003760381,990712,1,6,16603.6,1,56,4,1,100,2,8,81,52,42000
2022,202201,376199,2022001269556,21278.4,2022003761991,861112,1,2,25147.2,2,52,1,8,826,1,6,63,52,7200
2022,202201,376199,2022001269556,21278.4,2022003761991,861112,1,3,25630.8,2,23,6,8,826,1,6,65,52,15000
2022,202201,376360,2022001272190,5319.6,2022003763601,1270212,1,1,5158.4,2,46,1,1,100,2,10,101,26,3100
2022,202201,376360,2022001272190,5319.6,2022003763601,1270212,1,2,4513.6,1,42,1,1,100,2,10,101,52,90000
2022,202201,376521,2022001274414,7898.8,2022003765211,1270412,1,2,7092.8,2,64,1,6,620,2,6,65,52,60000
2022,202201,376682,2022001277047,9027.2,2022003766821,1030712,1,2,13540.8,2,60,4,1,100,1,6,63,0,0
2022,202201,376844,2022001279838,21117.2,2022003768441,862412,1,1,21278.4,1,44,1,1,100,2,10,101,52,0
2022,202201,376844,2022001279838,21117.2,2022003768441,862412,1,2,19182.8,1,30,1,1,100,2,6,63,52,22000
2022,202201,376844,2022001279838,21117.2,2022003768441,862412,1,4,17732.0,2,65,4,1,100,1,3,30,0,0
2022,202201,377005,2022001282489,9188.4,2022003770051,1270212,1,1,9188.4,1,53,1,1,100,2,6,65,52,56000
2022,202201,377005,2022001282489,9188.4,2022003770051,1270212,1,2,8382.4,2,52,1,1,100,2,8,81,52,79000
2022,202201,377166,2022001284892,22890.4,2022003771661,310212,1,1,22890.4,2,34,6,1,100,1,6,65,52,19200
2022,202201,377166,2022001284892,22890.4,2022003771661,310212,1,5,16764.8,2,56,4,1,100,1,6,63,0,0
2022,202201,377327,2022001287550,11606.4,2022003773271,1030812,1,1,11445.2,2,25,6,1,100,2,11,114,52,38000
2022,202201,377327,2022001287550,11606.4,2022003773271,1030812,1,2,15636.4,2,24,6,1,100,2,10,101,52,8000
2022,202201,377650,2022001292450,27726.4,2022003776501,210212,1,1,27726.4,1,50,1,8,845,2,6,63,52,50000
2022,202201,377650,2022001292450,27726.4,2022003776501,210212,1,2,24663.6,2,48,1,8,826,2,6,63,52,15600
2022,202201,377650,2022001292450,27726.4,2022003776501,210212,1,3,35947.6,2,21,6,7,700,2,6,63,52,20000
2022,202201,377650,2022001292450,27726.4,2022003776501,210212,1,4,29822.0,1,18,6,1,100,2,7,71,0,0
2022,202201,377811,2022001295330,8866.0,2022003778111,1170112,1,1,8866.0,2,45,1,1,100,2,6,63,52,0
2022,202201,377811,2022001295330,8866.0,2022003778111,1170112,1,2,16442.4,1,49,1,1,100,2,6,63,52,80000
2022,202201,378133,2022001300530,8382.4,2022003781331,50012,1,1,8382.4,2,62,4,1,100,2,11,115,52,0
2022,202201,378133,2022001300530,8382.4,2022003781331,50012,1,2,9349.6,1,63,4,1,100,2,10,101,52,0
2022,202201,378294,2022001303365,14024.4,2022003782941,570212,1,1,13863.2,2,45,1,8,826,2,6,64,52,42000
2022,202201,378294,2022001303365,14024.4,2022003782941,570212,1,2,17732.0,1,56,1,8,826,2,8,81,12,6000
2022,202201,378456,2022001306162,21762.0,2022003784561,1170112,1,1,21600.8,2,29,6,1,100,2,6,63,52,90000
2022,202201,378456,2022001306162,21762.0,2022003784561,1170112,1,4,20633.6,2,55,4,1,100,2,6,64,52,39000
2022,202201,378617,2022001308559,22245.6,2022003786171,990612,1,1,22245.6,2,55,4,2,200,2,6,63,52,60000
2022,202201,378778,2022001311184,8704.8,2022003787781,830112,1,1,8704.8,2,59,4,1,100,2,6,63,52,35000
2022,202201,378939,2022001313399,4997.2,2022003789391,1030412,1,3,6448.0,1,18,6,1,100,2,6,63,4,2000
2022,202201,379100,2022001315983,10316.8,2022003791001,1030312,1,1,10316.8,2,62,1,1,100,2,10,101,39,60000
2022,202201,379100,2022001315983,10316.8,2022003791001,1030312,1,2,10961.6,1,62,1,1,100,2,11,114,52,150000
2022,202201,379262,2022001318742,19021.6,2022003792621,1190012,1,1,19021.6,1,59,1,6,663,2,10,101,52,18600
2022,202201,379262,2022001318742,19021.6,2022003792621,1190012,1,2,21117.2,1,60,1,1,100,2,6,65,52,110000
2022,202201,379423,2022001321306,11928.8,2022003794231,990112,1,1,11767.6,1,65,5,1,100,1,11,114,0,0
2022,202201,379584,2022001323963,15152.8,2022003795841,690112,1,1,15152.8,1,31,6,1,100,2,8,81,52,85000
2022,202201,379584,2022001323963,15152.8,2022003795841,690112,1,2,10316.8,2,30,6,1,100,1,6,63,0,0
2022,202201,379745,2022001326735,51745.2,2022003797451,310612,1,1,51745.2,1,65,1,1,100,1,10,101,52,67000
2022,202201,379745,2022001326735,51745.2,2022003797451,310612,1,2,49649.6,2,65,1,1,100,1,10,101,0,0
2022,202201,379906,2022001329527,4997.2,2022003799061,1030312,1,1,4997.2,2,53,1,1,100,2,6,65,52,87000
2022,202201,379906,2022001329527,4997.2,2022003799061,1030312,1,2,6125.6,1,54,1,8,826,2,6,65,52,55000
2022,202201,380068,2022001332148,35786.4,2022003800681,990912,1,1,35786.4,1,50,3,1,100,2,11,115,52,200000
2022,202201,380229,2022001334686,6770.4,2022003802291,139812,1,1,6770.4,2,56,5,8,802,1,6,65,52,10400
2022,202201,380229,2022001334686,6770.4,2022003802291,139812,1,2,3224.0,1,21,6,8,802,1,3,30,0,0
2022,202201,380551,2022001339748,20956.0,2022003805511,990312,1,1,21117.2,2,44,4,1,100,2,11,114,52,80000
2022,202201,380712,2022001342154,14508.0,2022003807121,991112,1,2,17248.4,1,19,6,1,100,2,6,63,4,2400
2022,202201,380874,2022001344793,10639.2,2022003808741,111712,1,1,10478.0,2,48,4,1,100,2,11,116,52,66000
2022,202201,381035,2022001347218,7092.8,2022003810351,210112,1,1,7092.8,2,49,6,1,100,2,11,115,52,579000
2022,202201,381196,2022001350047,33207.2,2022003811961,910112,1,1,33046.0,1,30,6,6,600,2,8,81,52,40000
2022,202201,381357,2022001352896,9833.2,2022003813571,1030712,1,1,9672.0,1,39,1,1,100,2,11,115,52,118000
2022,202201,381357,2022001352896,9833.2,2022003813571,1030712,1,2,9672.0,2,44,1,1,100,2,10,101,52,49000
2022,202201,381518,2022001355067,8543.6,2022003815181,90412,1,1,8543.6,1,62,6,1,100,2,6,63,52,73000
2022,202201,381680,2022001357805,10478.0,2022003816801,350012,1,1,10316.8,2,52,4,1,100,2,7,71,52,40000
2022,202201,381680,2022001357805,10478.0,2022003816801,350012,1,2,8866.0,1,26,6,1,100,1,8,81,52,12000
2022,202201,381841,2022001360625,9833.2,2022003818411,1110212,1,1,9833.2,1,63,3,2,200,2,6,63,52,32000
2022,202201,382163,2022001365984,9510.8,2022003821631,810312,1,1,9510.8,1,37,6,1,100,2,10,101,52,260000
2022,202201,382324,2022001368377,9188.4,2022003823241,110612,1,1,9188.4,2,50,1,1,100,2,10,101,52,100000
2022,202201,382324,2022001368377,9188.4,2022003823241,110612,1,2,9188.4,1,55,1,1,100,2,10,101,52,65000
2022,202201,382486,2022001371085,11606.4,2022003824861,170012,1,1,11606.4,1,52,1,1,100,1,6,63,52,32000
2022,202201,382486,2022001371085,11606.4,2022003824861,170012,1,2,11445.2,2,48,1,1,100,1,6,63,0,0
2022,202201,382486,2022001371085,11606.4,2022003824861,170012,1,3,19505.2,2,24,6,1,100,1,2,26,0,0
2022,202201,382808,2022001375962,46264.4,2022003828081,860112,1,1,46103.2,2,47,1,8,826,2,10,101,52,30000
2022,202201,382808,2022001375962,46264.4,2022003828081,860112,1,2,51100.4,1,48,1,8,826,2,6,63,52,32000
2022,202201,382808,2022001375962,46264.4,2022003828081,860112,1,3,43201.6,2,19,6,8,826,2,6,63,0,0
2022,202201,382969,2022001378357,6770.4,2022003829691,861812,1,1,6770.4,2,40,4,8,826,2,7,71,24,20000
2022,202201,382969,2022001378357,6770.4,2022003829691,861812,1,2,7898.8,1,42,6,8,826,1,6,63,52,60000
2022,202201,382969,2022001378357,6770.4,2022003829691,861812,1,3,8704.8,1,19,2,8,826,2,7,71,12,9000
2022,202201,383130,2022001380513,12734.8,2022003831301,950712,1,1,12573.6,1,55,6,1,100,2,10,101,0,0
2022,202201,383130,2022001380513,12734.8,2022003831301,950712,1,2,12896.0,1,52,6,1,100,2,10,101,52,55000
2022,202201,383453,2022001385986,10316.8,2022003834531,310112,1,1,10478.0,2,41,6,2,200,2,8,81,52,40000
2022,202201,383614,2022001388724,51100.4,2022003836141,950612,1,1,50939.2,1,24,6,1,100,1,6,64,52,40000
2022,202201,383614,2022001388724,51100.4,2022003836141,950612,1,2,49972.0,2,24,6,1,100,1,6,63,52,20000
2022,202201,383775,2022001391542,25469.6,2022003837751,310212,1,1,25308.4,2,61,5,2,200,1,10,101,20,5600
2022,202201,383775,2022001391542,25469.6,2022003837751,310212,1,2,39494.0,2,29,6,2,200,2,7,71,52,38400
2022,202201,383936,2022001394050,4352.4,2022003839361,951012,1,1,4352.4,2,54,4,8,802,2,8,81,52,63000
2022,202201,383936,2022001394050,4352.4,2022003839361,951012,1,2,9833.2,1,19,6,8,802,2,6,63,52,15000
2022,202201,383936,2022001394050,4352.4,2022003839361,951012,1,4,6931.6,1,57,4,8,802,2,6,63,0,0
2022,202201,383936,2022001394050,4352.4,2022003839361,951012,1,5,3868.8,2,22,6,8,802,2,7,71,0,0
2022,202201,384098,2022001396482,25469.6,2022003840981,1170312,1,1,25469.6,2,52,1,6,662,2,8,81,52,52000
2022,202201,384098,2022001396482,25469.6,2022003840981,1170312,1,2,17732.0,1,52,1,6,600,2,10,101,52,20000
2022,202201,384420,2022001401917,9027.2,2022003844201,990412,1,1,9027.2,2,37,1,7,700,2,1,16,52,30000
2022,202201,384420,2022001401917,9027.2,2022003844201,990412,1,2,9188.4,1,49,1,7,700,2,6,63,52,48000
2022,202201,384581,2022001404378,6931.6,2022003845811,910212,1,1,6931.6,1,49,1,1,100,2,6,65,52,45000
2022,202201,384581,2022001404378,6931.6,2022003845811,910212,1,2,4352.4,2,48,1,1,100,2,10,101,52,90000
2022,202201,384742,2022001406858,16442.4,2022003847421,310512,1,1,16442.4,2,60,1,1,100,2,8,81,52,64000
2022,202201,384742,2022001406858,16442.4,2022003847421,310512,1,3,18376.8,2,24,6,1,100,2,6,64,40,20000
2022,202201,384904,2022001409620,13379.6,2022003849041,990812,1,1,13379.6,2,37,6,1,100,2,8,81,52,50000
2022,202201,384904,2022001409620,13379.6,2022003849041,990812,1,2,21600.8,2,35,6,7,700,2,6,65,52,47500
2022,202201,385065,2022001412036,7898.8,2022003850651,861612,1,1,7898.8,2,58,1,4,400,2,11,116,52,147000
2022,202201,385065,2022001412036,7898.8,2022003850651,861612,1,2,6770.4,1,58,1,4,400,2,11,116,52,200000
2022,202201,385065,2022001412036,7898.8,2022003850651,861612,1,3,8060.0,2,27,6,4,400,2,10,101,52,130000
2022,202201,385065,2022001412036,7898.8,2022003850651,861612,1,4,7737.6,2,25,6,4,400,2,10,101,52,110000
2022,202201,385065,2022001412036,7898.8,2022003850651,861612,1,5,10478.0,1,21,6,4,400,2,10,101,4,9000
2022,202201,385226,2022001414861,29177.2,2022003852261,110712,1,1,29177.2,2,60,1,2,200,2,8,81,52,100000
2022,202201,385226,2022001414861,29177.2,2022003852261,110712,1,2,29822.0,1,64,1,2,200,2,6,64,52,50000
2022,202201,385226,2022001414861,29177.2,2022003852261,110712,1,3,33852.0,1,24,6,2,200,2,10,101,52,50000
2022,202201,385387,2022001417415,9510.8,2022003853871,850012,1,1,9349.6,2,64,1,1,100,2,8,81,52,90000
2022,202201,385387,2022001417415,9510.8,2022003853871,850012,1,2,8221.2,1,62,1,1,100,2,6,61,0,0
2022,202201,385548,2022001420136,14508.0,2022003855481,1150112,1,1,14508.0,1,41,6,1,100,2,8,81,52,53000
2022,202201,385548,2022001420136,14508.0,2022003855481,1150112,1,2,13863.2,2,39,3,1,100,2,6,64,52,24000
2022,202201,385710,2022001422625,21439.6,2022003857101,830112,1,1,21600.8,1,30,6,2,200,2,11,114,52,50000
2022,202201,386032,2022001427834,9672.0,2022003860321,210112,1,2,8060.0,2,65,1,1,100,2,6,63,52,100000
2022,202201,386193,2022001430711,5319.6,2022003861931,990112,1,1,5319.6,1,60,1,1,100,2,11,115,52,579000
2022,202201,386193,2022001430711,5319.6,2022003861931,990112,1,2,4997.2,2,55,1,1,100,2,10,101,40,150000
2022,202201,386354,2022001433076,8221.2,2022003863541,1030312,1,3,13057.2,2,45,1,1,100,1,8,81,10,2300
2022,202201,386354,2022001433076,8221.2,2022003863541,1030312,1,4,10478.0,1,19,6,1,100,1,6,63,4,1300
2022,202201,386354,2022001433076,8221.2,2022003863541,1030312,1,6,14508.0,1,53,1,1,100,1,7,71,0,0
2022,202201,386677,2022001437895,2579.2,2022003866771,90312,1,1,2579.2,2,49,1,1,100,2,11,114,52,75000
2022,202201,386677,2022001437895,2579.2,2022003866771,90312,1,2,2579.2,1,51,1,1,100,2,6,65,52,175000
2022,202201,386999,2022001442996,16120.0,2022003869991,571012,1,1,16120.0,2,48,4,8,826,2,10,101,52,55000
2022,202201,386999,2022001442996,16120.0,2022003869991,571012,1,2,17732.0,1,37,6,8,826,2,6,63,52,100000
2022,202201,387322,2022010003164,15636.4,2022003873221,180013,4,1,15636.4,2,19,6,8,802,2,7,71,30,3000
2022,202201,387483,2022010007987,9672.0,2022003874831,140613,4,1,9672.0,1,19,6,1,100,2,7,71,9,1400
2022,202201,387644,2022010013029,1612.0,2022003876441,400013,3,1,1612.0,1,49,4,2,200,2,6,63,0,0
2022,202201,387805,2022010017500,5642.0,2022003878051,350013,3,1,5642.0,1,46,6,1,100,1,8,81,0,0
2022,202201,387966,2022010022347,9027.2,2022003879661,280013,3,1,9027.2,1,29,6,2,200,1,3,30,0,0
2022,202201,388128,2022010026718,9833.2,2022003881281,150413,4,1,9833.2,2,22,6,1,100,2,8,81,22,500
2022,202201,388289,2022010031432,5803.2,2022003882891,380013,3,1,5803.2,1,36,6,1,100,1,6,64,0,0
2022,202201,388450,2022010036370,9027.2,2022003884501,280013,3,1,9027.2,1,28,6,2,200,1,4,40,52,11000
2022,202201,388611,2022010040998,3224.0,2022003886111,300013,4,1,3224.0,1,50,6,1,100,1,7,71,0,0
2022,202201,388772,2022010046077,1612.0,2022003887721,440013,3,1,1612.0,2,32,6,2,200,1,7,71,0,0
2022,202201,388934,2022010050694,4674.8,2022003889341,290013,3,1,4674.8,1,42,2,1,100,1,6,64,0,0
2022,202201,389256,2022010060135,2901.6,2022003892561,470213,3,1,2901.6,1,28,6,2,200,1,6,64,48,31300
2022,202201,389417,2022010064701,2095.6,2022003894171,380013,4,1,2095.6,2,28,6,1,100,2,11,116,0,0
2022,202201,389578,2022010069146,1450.8,2022003895781,300013,4,1,1450.8,2,43,6,1,100,1,6,63,0,0
2022,202201,389740,2022010074370,6286.8,2022003897401,450013,3,1,6286.8,1,29,6,2,200,1,6,61,0,0
2022,202201,390062,2022010084119,7254.0,2022003900621,70213,3,1,7254.0,2,28,6,1,100,1,6,64,0,0
2022,202201,390223,2022010088516,4836.0,2022003902231,40013,4,1,4836.0,1,19,6,8,801,2,6,65,52,1600
